Date,Sales Channel,Product Name2,Customer ID,Customer Name,State,Discount,Sales,Sales Forecast
12/4/2022,Agency,Industrial All Risk,BM-11140,Becky Martin,Mandalay,0.00%,$300 ,$290 
11/6/2023,Bancassurance,CAR/EAR,ZC-21910,Zuschuss Carroll,Yangon,0.00%,$20 ,$23 
11/6/2023,Bancassurance,Cash In Transit,ZC-21910,Zuschuss Carroll,Yangon,0.00%,$9 ,$13 
11/6/2023,Bancassurance,CAR/EAR,ZC-21910,Zuschuss Carroll,Yangon,0.00%,$6 ,$9 
10/31/2021,Agency,CAR/EAR,KT-16480,Kean Thornton,Mandalay,0.00%,$3 ,$4 
10/31/2021,Agency,CAR/EAR,KT-16480,Kean Thornton,Mandalay,0.00%,$80 ,$120 
5/30/2022,Agency,Oversea Marine,BG-11695,Brooke Gillingham,Pathein,40.00%,"$1,500 ","$1,258 "
10/28/2022,Corporate,Cash In Transit,PG-18820,Patrick Gardner,Dawei,20.00%,$48 ,$72 
10/28/2022,Corporate,Marine,PG-18820,Patrick Gardner,Dawei,70.00%,$37 ,$56 
10/28/2022,Corporate,Cash In Transit,PG-18820,Patrick Gardner,Dawei,20.00%,$64 ,$96 
10/28/2022,Corporate,Cash In Transit,PG-18820,Patrick Gardner,Dawei,20.00%,$165 ,$247 
8/11/2020,Commercial,Cash In Transit,GM-14680,Greg Matthias,Monywa,0.00%,$12 ,$18 
8/11/2020,Commercial,CAR/EAR,GM-14680,Greg Matthias,Monywa,0.00%,$41 ,$61 
8/11/2020,Commercial,CAR/EAR,GM-14680,Greg Matthias,Monywa,0.00%,$23 ,$34 
8/29/2022,Agency,Fire,MO-17800,Meg O'Connel,Mandalay,0.00%,$22 ,$33 
2/15/2022,Agency,Marine,PG-18820,Patrick Gardner,Mandalay,20.00%,$500 ,$597 
2/15/2022,Agency,CAR/EAR,PG-18820,Patrick Gardner,Mandalay,0.00%,$9 ,$13 
5/14/2023,Corporate,CAR/EAR,EJ-14155,Eva Jacobs,Sittwe,0.00%,$49 ,$73 
12/12/2020,Bancassurance,Travel,NP-18700,Nora Preis,Yangon,20.00%,"$1,300 ","$1,145 "
12/12/2020,Bancassurance,Travel,NP-18700,Nora Preis,Yangon,20.00%,"$5,600 ","$5,408 "
12/12/2020,Bancassurance,Health/CI,NP-18700,Nora Preis,Yangon,15.00%,$900 ,$382 
12/18/2023,Agency,CAR/EAR,DJ-13630,Doug Jacobs,Mandalay,0.00%,$39 ,$58 
12/18/2023,Agency,Motor,DJ-13630,Doug Jacobs,Mandalay,10.00%,"$2,200 ","$1,710 "
12/18/2023,Agency,Cash In Safe,DJ-13630,Doug Jacobs,Mandalay,0.00%,"$3,000 ","$2,553 "
12/18/2023,Agency,CAR/EAR,DJ-13630,Doug Jacobs,Mandalay,0.00%,$3 ,$5 
7/4/2021,Travel,Fire,IM-15070,Irene Maddox,Magwe,0.00%,"$1,800 ","$1,647 "
3/10/2023,Corporate,CAR/EAR,MH-18115,Mick Hernandez,Dawei,20.00%,$5 ,$8 
3/10/2023,Corporate,Fire,MH-18115,Mick Hernandez,Dawei,40.00%,$36 ,$54 
3/10/2023,Corporate,Cash In Transit,MH-18115,Mick Hernandez,Dawei,20.00%,$7 ,$10 
3/10/2023,Corporate,Cash In Transit,MH-18115,Mick Hernandez,Dawei,20.00%,$44 ,$66 
12/24/2022,Walk-in,Marine,RB-19795,Ross Baird,Myitkyina,70.00%,$28 ,$42 
12/24/2022,Walk-in,Industrial All Risk,RB-19795,Ross Baird,Myitkyina,20.00%,$900 ,$809 
12/24/2022,Walk-in,PA,RB-19795,Ross Baird,Myitkyina,20.00%,$400 ,$383 
10/23/2023,Corporate,Fire,JR-15700,Jocasta Rupert,Dawei,20.00%,"$1,500 ","$1,294 "
10/28/2022,Walk-in,Marine,SM-20950,Suzanne McNair,Myitkyina,70.00%,$18 ,$26 
7/7/2023,Agency,Marine,CS-12355,Christine Sundaresam,Mandalay,20.00%,$17 ,$26 
10/1/2022,Walk-in,Fire,CC-12220,Chris Cortes,Loikaw,0.00%,$70 ,$105 
10/1/2022,Walk-in,Cash In Transit,CC-12220,Chris Cortes,Loikaw,0.00%,$42 ,$63 
9/2/2023,Bancassurance,CAR/EAR,PF-19225,Phillip Flathmann,Yangon,0.00%,$7 ,$10 
12/24/2020,Bancassurance,Industrial All Risk,JC-16105,Julie Creighton,Yangon,0.00%,$143 ,$214 
12/24/2020,Bancassurance,Motor,JC-16105,Julie Creighton,Yangon,20.00%,$292 ,$438 
9/23/2023,Travel,Cash In Transit,BG-11695,Brooke Gillingham,Magwe,20.00%,$29 ,$44 
6/4/2023,Bancassurance,Fidelity,DC-12850,Dan Campbell,Sittwe,0.00%,$12 ,$19 
4/21/2022,Agency,Industrial All Risk,SP-20545,Sibella Parks,Bago,20.00%,$102 ,$153 
4/21/2022,Agency,Cash In Safe,SP-20545,Sibella Parks,Bago,80.00%,$49 ,$73 
4/21/2022,Agency,Marine,SP-20545,Sibella Parks,Bago,80.00%,$45 ,$67 
5/26/2022,Commercial,Fidelity,MS-17710,Maurice Satty,Taunggyi,20.00%,$70 ,$16 
5/26/2022,Commercial,Motor,MS-17710,Maurice Satty,Taunggyi,30.00%,$600 ,$582 
5/26/2022,Commercial,Fidelity,MS-17710,Maurice Satty,Taunggyi,20.00%,$14 ,$21 
5/26/2022,Commercial,PA,MS-17710,Maurice Satty,Taunggyi,20.00%,$64 ,$96 
5/2/2022,Commercial,CAR/EAR,BD-11770,Bryan Davis,Taunggyi,20.00%,$200 ,$129 
9/8/2020,Walk-in,PA,KC-16255,Karen Carlisle,Myitkyina,0.00%,$33 ,$49 
9/8/2020,Walk-in,PA,KC-16255,Karen Carlisle,Myitkyina,0.00%,$84 ,$126 
9/5/2022,Bancassurance,Fire,TR-21325,Toby Ritter,Sittwe,0.00%,$420 ,$417 
4/9/2023,Corporate,CAR/EAR,SA-20830,Sue Ann Reed,Dawei,20.00%,$15 ,$23 
4/9/2023,Corporate,Marine,SA-20830,Sue Ann Reed,Dawei,70.00%,$17 ,$26 
4/9/2023,Corporate,Fidelity,SA-20830,Sue Ann Reed,Dawei,20.00%,$400 ,$377 
12/6/2021,Commercial,Marine,KW-16435,Katrina Willman,Taunggyi,80.00%,$3 ,$4 
6/26/2022,Walk-in,Industrial All Risk,GM-14500,Gene McClure,Sittwe,0.00%,$15 ,$22 
7/4/2021,Agency,CAR/EAR,AD-10180,Alan Dominguez,Mandalay,0.00%,$15 ,$23 
11/22/2022,Agency,Cash In Transit,TB-21355,Todd Boyes,Mandalay,0.00%,$40 ,$60 
11/22/2022,Agency,Marine,TB-21355,Todd Boyes,Mandalay,20.00%,$12 ,$18 
11/22/2022,Agency,CAR/EAR,TB-21355,Todd Boyes,Mandalay,0.00%,$21 ,$31 
11/10/2022,Bancassurance,Marine,CC-12430,Chuck Clark,Yangon,20.00%,$13 ,$20 
11/10/2022,Bancassurance,Fidelity,CC-12430,Chuck Clark,Yangon,0.00%,$32 ,$49 
8/27/2021,Bancassurance,Bailee's Liability,PF-19165,Philip Fox,Yangon,0.00%,$33 ,$49 
8/27/2021,Bancassurance,Fidelity,PF-19165,Philip Fox,Yangon,0.00%,$114 ,$171 
8/27/2021,Bancassurance,CAR/EAR,PF-19165,Philip Fox,Yangon,0.00%,$3 ,$5 
5/25/2021,Travel,Cash In Safe,JH-16180,Justin Hirsh,Magwe,20.00%,"$1,500 ","$1,267 "
12/30/2023,Bancassurance,Marine,EB-13975,Erica Bern,Yangon,20.00%,$14 ,$21 
12/30/2023,Bancassurance,Marine,EB-13975,Erica Bern,Yangon,20.00%,$21 ,$31 
12/8/2022,Travel,Fire,QJ-19255,Quincy Jones,Malamyine,0.00%,$200 ,$172 
10/4/2021,Bancassurance,Industrial All Risk,AA-10315,Alex Avila,Yangon,0.00%,$27 ,$40 
12/23/2022,Agency,Cash In Transit,LC-17140,Logan Currie,Bago,0.00%,$900 ,$858 
12/23/2022,Agency,Cash In Transit,LC-17140,Logan Currie,Bago,0.00%,$500 ,$429 
9/19/2021,Agency,Health/CI,TC-21535,Tracy Collins,Bago,0.00%,$62 ,$93 
7/3/2023,Walk-in,Cash In Transit,CS-12460,Chuck Sachs,Myitkyina,0.00%,$24 ,$36 
7/3/2023,Walk-in,Fire,CS-12460,Chuck Sachs,Myitkyina,0.00%,$500 ,$431 
7/14/2022,Commercial,Fire,BM-11785,Bryan Mills,Taunggyi,20.00%,"$1,000 ",$629 
6/20/2022,Bancassurance,Fidelity,RC-19825,Roy Collins,Yangon,0.00%,$47 ,$70 
6/20/2022,Bancassurance,Marine,RC-19825,Roy Collins,Yangon,20.00%,$18 ,$27 
6/20/2022,Bancassurance,Cash In Safe,RC-19825,Roy Collins,Yangon,0.00%,$22 ,$33 
6/20/2022,Bancassurance,Industrial All Risk,RC-19825,Roy Collins,Yangon,0.00%,$800 ,$243 
6/20/2022,Bancassurance,Motor,RC-19825,Roy Collins,Yangon,20.00%,$900 ,$242 
12/9/2022,Corporate,CAR/EAR,FM-14380,Fred McMath,Malamyine,0.00%,$4 ,$6 
12/9/2022,Corporate,CAR/EAR,FM-14380,Fred McMath,Malamyine,0.00%,$122 ,$183 
9/24/2022,Agency,Motor,PK-19075,Pete Kriz,Pathein,30.00%,$230 ,$233 
12/18/2022,Bancassurance,Fidelity,HG-14965,Henry Goldwyn,Yangon,0.00%,$39 ,$58 
12/18/2022,Bancassurance,Cash In Transit,HG-14965,Henry Goldwyn,Yangon,0.00%,$184 ,$275 
12/18/2022,Bancassurance,Bailee's Liability,HG-14965,Henry Goldwyn,Yangon,0.00%,$900 ,$868 
12/10/2023,Corporate,PA,HA-14920,Helen Andreada,Dawei,20.00%,$14 ,$21 
7/1/2020,Corporate,Fire,LW-16825,Laurel Workman,Dawei,20.00%,$900 ,$862 
7/1/2020,Corporate,Marine,LW-16825,Laurel Workman,Dawei,70.00%,$5 ,$8 
2/3/2023,Agency,Marine,MC-17575,Matt Collins,Pathein,70.00%,$5 ,$8 
2/3/2023,Agency,Industrial All Risk,MC-17575,Matt Collins,Pathein,20.00%,$286 ,$428 
3/3/2023,Walk-in,Cash In Safe,LP-17095,Liz Preis,Hpa-an,0.00%,$73 ,$109 
10/9/2023,Walk-in,Fidelity,EB-14170,Evan Bailliet,Myitkyina,20.00%,$11 ,$16 
9/28/2020,Corporate,Industrial All Risk,GZ-14545,George Zrebassa,Malamyine,0.00%,$46 ,$69 
5/27/2020,Agency,Marine,LE-16810,Laurel Elliston,Bago,80.00%,$17 ,$26 
6/14/2021,Corporate,Cash In Transit,AD-10180,Alan Dominguez,Dawei,20.00%,$51 ,$76 
3/30/2022,Bancassurance,Fidelity,CP-12085,Cathy Prescott,Sittwe,0.00%,$11 ,$17 
10/15/2023,Bancassurance,CAR/EAR,FG-14260,Frank Gastineau,Yangon,0.00%,$150 ,$132 
5/23/2022,Bancassurance,Cash In Transit,LD-17005,Lisa DeCherney,Yangon,0.00%,$37 ,$55 
6/2/2023,Agency,Fire,AB-10255,Alejandro Ballentine,Pathein,40.00%,$3 ,$4 
6/2/2023,Agency,Industrial All Risk,AB-10255,Alejandro Ballentine,Pathein,20.00%,$27 ,$41 
2/16/2024,Commercial,Marine,MN-17935,Michael Nguyen,Taunggyi,80.00%,$1 ,$2 
2/16/2024,Commercial,Cash In Safe,MN-17935,Michael Nguyen,Taunggyi,80.00%,$8 ,$12 
5/6/2020,Bancassurance,Marine,HP-14815,Harold Pawlan,Yangon,20.00%,$230 ,$211 
5/16/2022,Bancassurance,Industrial All Risk,JR-15670,Jim Radford,Sittwe,0.00%,$900 ,$828 
4/2/2023,Bancassurance,Cash In Transit,JF-15190,Jamie Frazer,Yangon,0.00%,$25 ,$38 
3/31/2023,Agency,Cash In Transit,CM-12115,Chad McGuire,Mandalay,0.00%,$30 ,$45 
3/31/2023,Agency,Fire,CM-12115,Chad McGuire,Mandalay,0.00%,"$1,200 ","$1,015 "
3/31/2023,Agency,Fidelity,CM-12115,Chad McGuire,Mandalay,0.00%,$75 ,$112 
1/2/2023,Walk-in,Contractor's All Risk,AS-10045,Aaron Smayling,Myitkyina,50.00%,"$1,000 ","$1,042 "
1/2/2023,Walk-in,Marine,AS-10045,Aaron Smayling,Myitkyina,70.00%,$16 ,$23 
1/2/2023,Walk-in,Marine,AS-10045,Aaron Smayling,Myitkyina,70.00%,$29 ,$43 
5/28/2021,Agency,CAR/EAR,KB-16315,Karl Braun,Mandalay,0.00%,$48 ,$72 
5/28/2021,Agency,CAR/EAR,KB-16315,Karl Braun,Mandalay,0.00%,$13 ,$20 
3/17/2024,Travel,Cash In Safe,BN-11515,Bradley Nguyen,Malamyine,0.00%,$94 ,$140 
3/17/2024,Travel,Fidelity,BN-11515,Bradley Nguyen,Malamyine,0.00%,$47 ,$71 
3/17/2024,Travel,CAR/EAR,BN-11515,Bradley Nguyen,Malamyine,0.00%,$20 ,$29 
3/17/2024,Travel,Marine,BN-11515,Bradley Nguyen,Malamyine,0.00%,$53 ,$80 
3/17/2024,Travel,Marine,BN-11515,Bradley Nguyen,Malamyine,0.00%,$36 ,$54 
10/3/2020,Agency,Motor,BP-11290,Beth Paige,Bago,30.00%,$258 ,$387 
3/28/2022,Agency,Industrial All Risk,AS-10045,Aaron Smayling,Bago,0.00%,$31 ,$47 
5/4/2023,Bancassurance,Fire,LW-16990,Lindsay Williams,Yangon,20.00%,$300 ,$275 
5/4/2023,Bancassurance,Fidelity,LW-16990,Lindsay Williams,Yangon,0.00%,$18 ,$26 
5/4/2023,Bancassurance,Travel,LW-16990,Lindsay Williams,Yangon,20.00%,$500 ,$451 
7/5/2020,Commercial,Industrial All Risk,DC-12850,Dan Campbell,Taunggyi,20.00%,$340 ,$331 
7/5/2020,Commercial,Industrial All Risk,DC-12850,Dan Campbell,Taunggyi,20.00%,$500 ,$421 
5/5/2022,Walk-in,Fidelity,ND-18370,Natalie DeCherney,Hpa-an,0.00%,$79 ,$119 
4/26/2023,Commercial,Cash In Transit,LB-16735,Larry Blacks,Taunggyi,60.00%,$2 ,$3 
9/26/2020,Bancassurance,Motor,KT-16465,Kean Takahito,Yangon,20.00%,$230 ,$218 
10/19/2023,Corporate,CAR/EAR,HM-14860,Harry Marie,Dawei,20.00%,$123 ,$185 
10/19/2023,Corporate,Fidelity,HM-14860,Harry Marie,Dawei,20.00%,$24 ,$35 
10/19/2023,Corporate,Fire,HM-14860,Harry Marie,Dawei,40.00%,$500 ,$464 
11/10/2023,Travel,Marine,AB-10600,Ann Blume,Hpa-an,70.00%,$50 ,$57 
11/10/2023,Travel,Contractor's All Risk,AB-10600,Ann Blume,Hpa-an,70.00%,$140 ,$144 
11/10/2023,Travel,PA,AB-10600,Ann Blume,Hpa-an,20.00%,$350 ,$359 
11/10/2023,Travel,Fire,AB-10600,Ann Blume,Hpa-an,20.00%,$300 ,$302 
11/10/2023,Travel,Motor,AB-10600,Ann Blume,Hpa-an,20.00%,"$1,900 ","$1,347 "
7/8/2023,Bancassurance,Cash In Transit,SZ-20035,Sam Zeldin,Yangon,0.00%,$300 ,$218 
12/24/2021,Travel,Health/CI,JR-15670,Jim Radford,Magwe,70.00%,$900 ,$884 
12/24/2021,Travel,CAR/EAR,JR-15670,Jim Radford,Magwe,20.00%,$14 ,$21 
3/7/2023,Corporate,PA,MG-17890,Michael Granlund,Naypyitaw,0.00%,$49 ,$74 
4/1/2020,Bancassurance,CAR/EAR,KM-16720,Kunst Miller,Yangon,0.00%,$30 ,$44 
4/1/2020,Bancassurance,Marine,KM-16720,Kunst Miller,Yangon,20.00%,$17 ,$26 
9/14/2021,Walk-in,Travel,CA-12265,Christina Anderson,Sittwe,0.00%,"$1,500 ","$1,367 "
8/4/2020,Walk-in,Cash In Safe,VD-21670,Valerie Dominguez,Sittwe,0.00%,"$1,900 ","$1,632 "
8/4/2020,Walk-in,Fidelity,VD-21670,Valerie Dominguez,Sittwe,0.00%,$900 ,$671 
8/4/2020,Walk-in,CAR/EAR,VD-21670,Valerie Dominguez,Sittwe,0.00%,$16 ,$25 
8/4/2020,Walk-in,Fire,VD-21670,Valerie Dominguez,Sittwe,20.00%,$900 ,$599 
8/4/2020,Walk-in,Industrial All Risk,VD-21670,Valerie Dominguez,Sittwe,0.00%,$250 ,$238 
8/4/2020,Walk-in,Marine,VD-21670,Valerie Dominguez,Sittwe,20.00%,$13 ,$20 
9/3/2022,Agency,Cash In Transit,JK-16120,Julie Kriz,Bago,60.00%,$84 ,$126 
2/5/2022,Walk-in,Industrial All Risk,PP-18955,Paul Prost,Myitkyina,0.00%,$81 ,$121 
2/5/2022,Walk-in,Fidelity,PP-18955,Paul Prost,Myitkyina,0.00%,$500 ,$522 
2/5/2022,Walk-in,CAR/EAR,PP-18955,Paul Prost,Myitkyina,0.00%,$9 ,$14 
2/5/2022,Walk-in,Cash In Transit,PP-18955,Paul Prost,Myitkyina,0.00%,$19 ,$28 
2/5/2022,Walk-in,Health/CI,PP-18955,Paul Prost,Myitkyina,0.00%,$500 ,$359 
2/5/2022,Walk-in,CAR/EAR,PP-18955,Paul Prost,Myitkyina,0.00%,$250 ,$252 
2/5/2022,Walk-in,Fire,PP-18955,Paul Prost,Myitkyina,0.00%,$200 ,$157 
2/5/2022,Walk-in,Fire,PP-18955,Paul Prost,Myitkyina,0.00%,$800 ,$726 
2/5/2022,Walk-in,Fidelity,PP-18955,Paul Prost,Myitkyina,0.00%,$200 ,$184 
2/5/2022,Walk-in,Industrial All Risk,PP-18955,Paul Prost,Myitkyina,0.00%,$154 ,$231 
2/5/2022,Walk-in,Fidelity,PP-18955,Paul Prost,Myitkyina,0.00%,$200 ,$513 
7/3/2023,Walk-in,CAR/EAR,YS-21880,Yana Sorensen,Myitkyina,20.00%,$10 ,$14 
10/9/2023,Agency,Travel,CK-12760,Cyma Kinney,Bago,50.00%,"$1,500 ",$977 
10/9/2023,Agency,Travel,CK-12760,Cyma Kinney,Bago,50.00%,$67 ,$100 
11/24/2022,Agency,Marine,NC-18340,Nat Carroll,Mandalay,20.00%,$17 ,$26 
11/24/2022,Agency,Fidelity,NC-18340,Nat Carroll,Mandalay,0.00%,$12 ,$17 
11/24/2022,Agency,PA,NC-18340,Nat Carroll,Mandalay,0.00%,$150 ,$132 
11/24/2022,Agency,Fidelity,NC-18340,Nat Carroll,Mandalay,0.00%,$6 ,$10 
11/1/2022,Agency,Fire,KM-16375,Katherine Murray,Bago,0.00%,$22 ,$33 
11/1/2022,Agency,CAR/EAR,KM-16375,Katherine Murray,Bago,0.00%,$400 ,$377 
4/19/2022,Agency,Travel,GM-14455,Gary Mitchum,Pathein,40.00%,$205 ,$307 
4/19/2022,Agency,Fidelity,GM-14455,Gary Mitchum,Pathein,20.00%,$419 ,$628 
4/6/2020,Corporate,Bailee's Liability,SD-20485,Shirley Daniels,Dawei,20.00%,$10 ,$15 
4/6/2020,Corporate,Travel,SD-20485,Shirley Daniels,Dawei,40.00%,$250 ,$232 
4/6/2020,Corporate,PA,SD-20485,Shirley Daniels,Dawei,20.00%,$200 ,$175 
9/2/2022,Agency,CAR/EAR,KD-16270,Karen Daniels,Mandalay,0.00%,$75 ,$113 
9/2/2022,Agency,Cash In Transit,KD-16270,Karen Daniels,Mandalay,0.00%,$40 ,$60 
9/25/2022,Travel,Travel,AB-10105,Adrian Barton,Hpa-an,50.00%,$700 ,$589 
11/4/2023,Commercial,CAR/EAR,SZ-20035,Sam Zeldin,Taunggyi,20.00%,$30 ,$35 
7/9/2022,Agency,Motor,JD-15895,Jonathan Doherty,Mandalay,10.00%,$900 ,$611 
7/9/2022,Agency,Cash In Transit,JD-15895,Jonathan Doherty,Mandalay,0.00%,$300 ,$248 
6/30/2020,Agency,Marine,HA-14905,Helen Abelman,Mandalay,20.00%,$600 ,$501 
1/28/2023,Bancassurance,PA,BT-11305,Beth Thompson,Yangon,0.00%,$300 ,$359 
1/28/2023,Bancassurance,Cash In Transit,BT-11305,Beth Thompson,Yangon,0.00%,$38 ,$57 
9/21/2021,Commercial,Fire,SV-20815,Stuart Van,Taunggyi,20.00%,"$1,500 ","$1,417 "
9/21/2021,Commercial,PA,SV-20815,Stuart Van,Taunggyi,20.00%,$250 ,$226 
9/21/2021,Commercial,Cash In Transit,SV-20815,Stuart Van,Taunggyi,60.00%,$5 ,$7 
9/26/2021,Travel,Fidelity,RW-19540,Rick Wilson,Hpa-an,20.00%,$86 ,$129 
9/26/2021,Travel,Marine,RW-19540,Rick Wilson,Hpa-an,70.00%,$73 ,$109 
9/26/2021,Travel,Cash In Safe,RW-19540,Rick Wilson,Hpa-an,20.00%,$61 ,$91 
9/26/2021,Travel,Marine,RW-19540,Rick Wilson,Hpa-an,70.00%,$77 ,$115 
9/26/2021,Travel,Industrial All Risk,RW-19540,Rick Wilson,Hpa-an,20.00%,$120 ,$180 
9/26/2021,Travel,Fire,RW-19540,Rick Wilson,Hpa-an,20.00%,$700 ,$395 
9/26/2021,Travel,Industrial All Risk,RW-19540,Rick Wilson,Hpa-an,20.00%,$600 ,$545 
10/31/2021,Bancassurance,Marine,DK-12835,Damala Kotsonis,Yangon,20.00%,$10 ,$15 
10/31/2021,Bancassurance,CAR/EAR,DK-12835,Damala Kotsonis,Yangon,0.00%,$15 ,$22 
10/31/2021,Bancassurance,Marine,DK-12835,Damala Kotsonis,Yangon,20.00%,$30 ,$45 
10/31/2021,Bancassurance,CAR/EAR,DK-12835,Damala Kotsonis,Yangon,0.00%,$427 ,$640 
11/26/2023,Agency,Fire,LT-17110,Liz Thompson,Pathein,40.00%,$300 ,$331 
12/19/2020,Bancassurance,Marine,IM-15070,Irene Maddox,Sittwe,0.00%,$153 ,$229 
12/19/2020,Bancassurance,Bailee's Liability,IM-15070,Irene Maddox,Sittwe,0.00%,$7 ,$11 
12/19/2020,Bancassurance,Motor,IM-15070,Irene Maddox,Sittwe,0.00%,"$2,900 ","$2,725 "
12/26/2022,Commercial,Fidelity,FP-14320,Frank Preis,Monywa,0.00%,$34 ,$51 
6/20/2023,Agency,Fidelity,ST-20530,Shui Tom,Pathein,20.00%,$31 ,$47 
6/20/2023,Agency,CAR/EAR,ST-20530,Shui Tom,Pathein,20.00%,$5 ,$8 
10/15/2021,Commercial,PA,JE-15745,Joel Eaton,Taunggyi,20.00%,$264 ,$395 
10/15/2021,Commercial,Motor,JE-15745,Joel Eaton,Taunggyi,30.00%,"$2,453 ","$3,674 "
4/12/2023,Walk-in,Marine,BD-11320,Bill Donatelli,Sittwe,0.00%,$30 ,$44 
4/12/2023,Walk-in,Fidelity,BD-11320,Bill Donatelli,Sittwe,0.00%,$40 ,$60 
12/19/2023,Bancassurance,Marine,MM-17920,Michael Moore,Yangon,20.00%,$37 ,$55 
8/5/2023,Walk-in,Fidelity,PW-19030,Pauline Webber,Hpa-an,0.00%,$14 ,$21 
10/1/2021,Travel,Industrial All Risk,SC-20440,Shaun Chance,Magwe,20.00%,$139 ,$209 
5/23/2022,Agency,Fire,KL-16645,Ken Lonsdale,Bago,20.00%,"$3,000 ","$2,965 "
6/13/2023,Agency,Industrial All Risk,SD-20485,Shirley Daniels,Bago,20.00%,$300 ,$247 
6/13/2023,Agency,Motor,SD-20485,Shirley Daniels,Bago,30.00%,$800 ,$704 
6/13/2023,Agency,Fire,SD-20485,Shirley Daniels,Bago,20.00%,$48 ,$72 
4/23/2020,Corporate,Marine,TS-21160,Theresa Swint,Dawei,70.00%,$3 ,$4 
5/1/2021,Bancassurance,Fire,JB-15400,Jennifer Braxton,Yangon,20.00%,$89 ,$133 
7/19/2021,Travel,Marine,TS-21085,Thais Sissman,Hpa-an,70.00%,$2 ,$3 
11/26/2022,Bancassurance,Fidelity,MC-17425,Mark Cousins,Sittwe,0.00%,$71 ,$106 
11/26/2022,Bancassurance,Marine,MC-17425,Mark Cousins,Sittwe,0.00%,$92 ,$137 
11/26/2022,Bancassurance,Marine,MC-17425,Mark Cousins,Sittwe,0.00%,$34 ,$51 
11/26/2022,Bancassurance,Contractor's All Risk,MC-17425,Mark Cousins,Sittwe,0.00%,"$5,000 ","$4,553 "
6/12/2023,Walk-in,Marine,ME-17320,Maria Etezadi,Myitkyina,0.00%,$150 ,$137 
6/12/2023,Walk-in,Travel,ME-17320,Maria Etezadi,Myitkyina,0.00%,$700 ,$678 
8/17/2021,Corporate,Marine,SC-20440,Shaun Chance,Malamyine,0.00%,$52 ,$78 
9/25/2022,Commercial,CAR/EAR,NH-18610,Nicole Hansen,Taunggyi,20.00%,$16 ,$24 
5/4/2020,Bancassurance,Cash In Transit,AA-10480,Andrew Allen,Sittwe,0.00%,$27 ,$41 
12/1/2021,Commercial,Marine,LC-17140,Logan Currie,Monywa,20.00%,$55 ,$83 
3/11/2022,Travel,Travel,MB-18085,Mick Brown,Loikaw,30.00%,$244 ,$365 
8/26/2022,Commercial,PA,LC-16930,Linda Cazamias,Taunggyi,20.00%,$300 ,$240 
8/26/2022,Commercial,Motor,LC-16930,Linda Cazamias,Taunggyi,30.00%,"$1,600 ","$1,535 "
12/16/2022,Agency,CAR/EAR,KD-16495,Keith Dawkins,Mandalay,0.00%,$4 ,$6 
8/8/2020,Travel,Cash In Transit,MB-17305,Maria Bertelson,Hpa-an,20.00%,$121 ,$182 
8/8/2020,Travel,PA,MB-17305,Maria Bertelson,Hpa-an,20.00%,$96 ,$144 
5/16/2021,Corporate,PA,TH-21550,Tracy Hopkins,Dawei,20.00%,$400 ,$383 
12/9/2023,Agency,Motor,DK-12835,Damala Kotsonis,Pathein,0.00%,"$1,800 ","$1,307 "
12/9/2023,Agency,Marine,DK-12835,Damala Kotsonis,Pathein,0.00%,$42 ,$62 
12/9/2023,Agency,Fidelity,DK-12835,Damala Kotsonis,Pathein,0.00%,$13 ,$19 
9/24/2021,Corporate,CAR/EAR,ON-18715,Odella Nelson,Dawei,20.00%,$7 ,$10 
7/11/2023,Bancassurance,CAR/EAR,KN-16390,Katherine Nockton,Yangon,0.00%,$9 ,$13 
12/1/2021,Commercial,Cash In Transit,NM-18520,Neoma Murray,Taunggyi,60.00%,$7 ,$10 
11/19/2022,Agency,CAR/EAR,NP-18685,Nora Pelletier,Mandalay,0.00%,$17 ,$26 
11/19/2022,Agency,Marine,NP-18685,Nora Pelletier,Mandalay,20.00%,$18 ,$27 
3/19/2023,Agency,CAR/EAR,CG-12040,Catherine Glotzbach,Mandalay,0.00%,$29 ,$43 
11/13/2022,Walk-in,Bailee's Liability,CS-12505,Cindy Stewart,Myitkyina,20.00%,$52 ,$78 
11/19/2023,Bancassurance,Fire,KD-16345,Katherine Ducich,Yangon,20.00%,$32 ,$48 
12/2/2022,Bancassurance,Fidelity,MK-18160,Mike Kennedy,Yangon,0.00%,$26 ,$39 
12/2/2022,Bancassurance,Fidelity,MK-18160,Mike Kennedy,Yangon,0.00%,$40 ,$61 
12/2/2022,Bancassurance,Industrial All Risk,MK-18160,Mike Kennedy,Yangon,0.00%,$34 ,$51 
8/25/2023,Travel,CAR/EAR,DW-13540,Don Weiss,Malamyine,20.00%,$10 ,$15 
8/25/2023,Travel,Fidelity,DW-13540,Don Weiss,Malamyine,20.00%,$3 ,$5 
10/14/2022,Commercial,PA,CP-12340,Christine Phan,Monywa,0.00%,$177 ,$265 
11/27/2020,Agency,CAR/EAR,MS-17770,Maxwell Schwartz,Mandalay,0.00%,$4 ,$6 
11/3/2021,Bancassurance,Fire,CM-12655,Corinna Mitchell,Yangon,20.00%,"$2,000 ","$1,816 "
11/3/2021,Bancassurance,PA,CM-12655,Corinna Mitchell,Yangon,0.00%,$90 ,$135 
11/3/2021,Bancassurance,Cash In Transit,CM-12655,Corinna Mitchell,Yangon,0.00%,$43 ,$64 
11/29/2020,Corporate,CAR/EAR,Co-12640,Corey-Lock,Dawei,20.00%,$5 ,$8 
